

method: local [ avgColorSpatio]
Threshold	Precision 	 Recall	FMeasure

0.0	0.4594594594594595	1.0	0.6296296296296297
0.01	0.4594594594594595	1.0	0.6296296296296297
0.02	0.4594594594594595	1.0	0.6296296296296297
0.03	0.4594594594594595	1.0	0.6296296296296297
0.04	0.4594594594594595	1.0	0.6296296296296297
0.05	0.4594594594594595	1.0	0.6296296296296297
0.060000000000000005	0.4594594594594595	1.0	0.6296296296296297
0.07	0.4594594594594595	1.0	0.6296296296296297
0.08	0.4594594594594595	1.0	0.6296296296296297
0.09	0.4594594594594595	1.0	0.6296296296296297
0.09999999999999999	0.4594594594594595	1.0	0.6296296296296297
0.10999999999999999	0.4594594594594595	1.0	0.6296296296296297
0.11999999999999998	0.4594594594594595	1.0	0.6296296296296297
0.12999999999999998	0.4594594594594595	1.0	0.6296296296296297
0.13999999999999999	0.4594594594594595	1.0	0.6296296296296297
0.15	0.4594594594594595	1.0	0.6296296296296297
0.16	0.4594594594594595	1.0	0.6296296296296297
0.17	0.4594594594594595	1.0	0.6296296296296297
0.18000000000000002	0.4594594594594595	1.0	0.6296296296296297
0.19000000000000003	0.4594594594594595	1.0	0.6296296296296297
0.20000000000000004	0.4594594594594595	1.0	0.6296296296296297
0.21000000000000005	0.4594594594594595	1.0	0.6296296296296297
0.22000000000000006	0.4594594594594595	1.0	0.6296296296296297
0.23000000000000007	0.4594594594594595	1.0	0.6296296296296297
0.24000000000000007	0.4594594594594595	1.0	0.6296296296296297
0.25000000000000006	0.4594594594594595	1.0	0.6296296296296297
0.26000000000000006	0.4594594594594595	1.0	0.6296296296296297
0.2700000000000001	0.4594594594594595	1.0	0.6296296296296297
0.2800000000000001	0.4594594594594595	1.0	0.6296296296296297
0.2900000000000001	0.4594594594594595	1.0	0.6296296296296297
0.3000000000000001	0.4594594594594595	1.0	0.6296296296296297
0.3100000000000001	0.4594594594594595	1.0	0.6296296296296297
0.3200000000000001	0.4594594594594595	1.0	0.6296296296296297
0.3300000000000001	0.4594594594594595	1.0	0.6296296296296297
0.34000000000000014	0.4594594594594595	1.0	0.6296296296296297
0.35000000000000014	0.4594594594594595	1.0	0.6296296296296297
0.36000000000000015	0.4594594594594595	1.0	0.6296296296296297
0.37000000000000016	0.4594594594594595	1.0	0.6296296296296297
0.38000000000000017	0.4594594594594595	1.0	0.6296296296296297
0.3900000000000002	0.4594594594594595	1.0	0.6296296296296297
0.4000000000000002	0.4594594594594595	1.0	0.6296296296296297
0.4100000000000002	0.4594594594594595	1.0	0.6296296296296297
0.4200000000000002	0.4594594594594595	1.0	0.6296296296296297
0.4300000000000002	0.4594594594594595	1.0	0.6296296296296297
0.4400000000000002	0.4594594594594595	1.0	0.6296296296296297
0.45000000000000023	0.4594594594594595	1.0	0.6296296296296297
0.46000000000000024	0.4594594594594595	1.0	0.6296296296296297
0.47000000000000025	0.4594594594594595	1.0	0.6296296296296297
0.48000000000000026	0.4594594594594595	1.0	0.6296296296296297
0.49000000000000027	0.4594594594594595	1.0	0.6296296296296297
0.5000000000000002	0.4594594594594595	1.0	0.6296296296296297
0.5100000000000002	0.4594594594594595	1.0	0.6296296296296297
0.5200000000000002	0.4594594594594595	1.0	0.6296296296296297
0.5300000000000002	0.4594594594594595	1.0	0.6296296296296297
0.5400000000000003	0.4594594594594595	1.0	0.6296296296296297
0.5500000000000003	0.4594594594594595	1.0	0.6296296296296297
0.5600000000000003	0.4594594594594595	1.0	0.6296296296296297
0.5700000000000003	0.4594594594594595	1.0	0.6296296296296297
0.5800000000000003	0.4594594594594595	1.0	0.6296296296296297
0.5900000000000003	0.4594594594594595	1.0	0.6296296296296297
0.6000000000000003	0.4594594594594595	1.0	0.6296296296296297
0.6100000000000003	0.4594594594594595	1.0	0.6296296296296297
0.6200000000000003	0.4594594594594595	1.0	0.6296296296296297
0.6300000000000003	0.4594594594594595	1.0	0.6296296296296297
0.6400000000000003	0.4594594594594595	1.0	0.6296296296296297
0.6500000000000004	0.4594594594594595	1.0	0.6296296296296297
0.6600000000000004	0.4594594594594595	1.0	0.6296296296296297
0.6700000000000004	0.4594594594594595	1.0	0.6296296296296297
0.6800000000000004	0.4594594594594595	1.0	0.6296296296296297
0.6900000000000004	0.4594594594594595	1.0	0.6296296296296297
0.7000000000000004	0.4594594594594595	1.0	0.6296296296296297
0.7100000000000004	0.4657534246575342	1.0	0.6355140186915887
0.7200000000000004	0.4657534246575342	1.0	0.6355140186915887
0.7300000000000004	0.4657534246575342	1.0	0.6355140186915887
0.7400000000000004	0.4657534246575342	1.0	0.6355140186915887
0.7500000000000004	0.4657534246575342	1.0	0.6355140186915887
0.7600000000000005	0.4657534246575342	1.0	0.6355140186915887
0.7700000000000005	0.4657534246575342	1.0	0.6355140186915887
0.7800000000000005	0.4657534246575342	1.0	0.6355140186915887
0.7900000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8000000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8100000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8200000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8300000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8400000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8500000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8600000000000005	0.4657534246575342	1.0	0.6355140186915887
0.8700000000000006	0.4722222222222222	1.0	0.6415094339622641
0.8800000000000006	0.4788732394366197	1.0	0.6476190476190475
0.8900000000000006	0.4857142857142857	1.0	0.6538461538461539
0.9000000000000006	0.5	0.9705882352941176	0.6599999999999999
0.9100000000000006	0.5	0.9705882352941176	0.6599999999999999
0.9200000000000006	0.5	0.9411764705882353	0.6530612244897959
0.9300000000000006	0.5245901639344263	0.9411764705882353	0.6736842105263159
0.9400000000000006	0.5636363636363636	0.9117647058823529	0.6966292134831461
0.9500000000000006	0.6086956521739131	0.8235294117647058	0.7
0.9600000000000006	0.5714285714285714	0.47058823529411764	0.5161290322580646
0.9700000000000006	0.5909090909090909	0.38235294117647056	0.46428571428571425
0.9800000000000006	0.7142857142857143	0.29411764705882354	0.4166666666666667
0.9900000000000007	0.6666666666666666	0.058823529411764705	0.10810810810810811


method: global [ avgColorSpatio]
Threshold	Precision 	 Recall	FMeasure

0.0	0.47368421052631576	1.0	0.6428571428571429
0.01	0.47368421052631576	1.0	0.6428571428571429
0.02	0.47368421052631576	1.0	0.6428571428571429
0.03	0.47368421052631576	1.0	0.6428571428571429
0.04	0.47368421052631576	1.0	0.6428571428571429
0.05	0.47368421052631576	1.0	0.6428571428571429
0.060000000000000005	0.47368421052631576	1.0	0.6428571428571429
0.07	0.47368421052631576	1.0	0.6428571428571429
0.08	0.47368421052631576	1.0	0.6428571428571429
0.09	0.47368421052631576	1.0	0.6428571428571429
